"State_Code_Origin" 	"County_Code_Origin" 	"State_Code_Dest" 	"County_Code_Dest" 	"State_Abbrv" 	"State_Name" 	"Return_Num" 	"Exmpt_Num" 	"Aggr_AGI"
"01" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	350 	735 	13993
"01" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	343 	784 	16251
"01" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	266 	493 	12939
"01" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	259 	481 	10701
"01" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	257 	453 	9627
"01" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	240 	532 	9574
"01" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	221 	455 	9394
"01" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	219 	500 	9658
"01" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	168 	322 	10910
"01" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	167 	394 	12169
"01" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	152 	324 	7629
"01" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	148 	254 	4904
"01" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	140 	319 	5888
"01" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	137 	269 	5126
"01" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	130 	319 	8183
"01" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	124 	279 	5636
"01" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	98 	122 	3751
"01" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	88 	177 	3553
"01" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	79 	170 	3123
"01" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	79 	163 	3861
"01" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	72 	122 	2753
"01" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	59 	124 	2627
"01" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	50 	102 	2121
"01" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	49 	103 	2858
"01" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	37 	69 	2121
"01" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	35 	74 	1373
"01" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	28 	51 	1153
"02" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	2003 	3712 	91200
"02" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	1332 	2507 	50937
"02" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	1165 	2639 	64442
"02" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	1004 	1732 	40828
"02" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	753 	1509 	31425
"02" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	749 	1427 	35353
"02" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	624 	1176 	31536
"02" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	503 	1206 	18854
"02" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	497 	1003 	22427
"02" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	450 	951 	19882
"02" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	411 	770 	19982
"02" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	373 	845 	15623
"02" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	369 	877 	20614
"02" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	337 	641 	16550
"02" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	316 	684 	13353
"02" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	297 	488 	10810
"02" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	284 	600 	12946
"02" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	266 	632 	14489
"02" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	254 	459 	11103
"02" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	249 	506 	11952
"02" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	232 	421 	9154
"02" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	227 	437 	9337
"02" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	218 	433 	8704
"02" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	213 	410 	9310
"02" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	207 	445 	10012
"02" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	205 	465 	10121
"02" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	187 	423 	7628
"02" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	186 	476 	10876
"02" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	179 	417 	7462
"02" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	179 	405 	7639
"02" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	173 	430 	8269
"02" 	"000" 	"05" 	"000" 	"AR" 	"ARKANSAS" 	170 	361 	7887
"02" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	166 	432 	6847
"02" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	163 	301 	7572
"02" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	144 	340 	7665
"02" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	133 	246 	4835
"02" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	133 	223 	5231
"02" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	110 	238 	5047
"02" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	106 	233 	4751
"02" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	94 	189 	4480
"02" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	94 	205 	3839
"02" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	91 	214 	5582
"02" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	89 	191 	3836
"02" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	88 	166 	3620
"02" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	61 	108 	2098
"02" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	44 	76 	2259
"02" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	42 	73 	1646
"02" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	42 	70 	1652
"02" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	29 	65 	1451
"02" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	27 	40 	1503
"02" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	20 	35 	878
"04" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	15529 	29106 	681018
"04" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	7235 	15399 	349515
"04" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	4576 	8883 	227287
"04" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	4086 	7548 	203941
"04" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	3739 	8051 	146893
"04" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	3396 	6674 	150681
"04" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	2779 	4887 	144635
"04" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	2681 	4547 	130417
"04" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	2616 	6335 	106165
"04" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	2581 	4571 	110291
"04" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	2011 	3672 	78191
"04" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	1995 	3311 	83582
"04" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	1729 	3502 	83600
"04" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	1668 	3062 	70308
"04" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	1628 	2920 	68623
"04" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	1490 	2911 	86344
"04" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	1416 	2526 	66897
"04" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	1411 	2414 	79466
"04" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	1374 	2637 	58450
"04" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	1299 	2254 	63729
"04" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	1282 	2604 	63319
"04" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	1247 	2686 	57402
"04" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	1122 	2129 	48697
"04" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	1073 	2206 	40142
"04" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	1035 	2011 	49016
"04" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	971 	2015 	42101
"04" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	953 	1825 	42920
"04" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	821 	1244 	39297
"04" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	744 	1405 	36539
"04" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	722 	1337 	38511
"04" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	697 	1331 	33888
"04" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	694 	1198 	36645
"04" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	679 	1336 	28208
"04" 	"000" 	"05" 	"000" 	"AR" 	"ARKANSAS" 	667 	1310 	26250
"04" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	606 	1223 	28581
"04" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	559 	1067 	25040
"04" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	528 	1077 	23123
"04" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	519 	990 	20514
"04" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	497 	977 	18467
"04" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	494 	975 	21148
"04" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	477 	864 	19080
"04" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	354 	623 	18913
"04" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	288 	578 	11811
"04" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	270 	540 	10919
"04" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	266 	493 	11859
"04" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	255 	441 	10961
"04" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	169 	316 	8419
"04" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	166 	204 	7294
"04" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	133 	214 	5057
"04" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	119 	211 	5790
"04" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	104 	200 	6197
"05" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	6069 	12644 	238256
"05" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	2977 	6270 	93321
"05" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	2729 	5530 	88112
"05" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	1833 	3568 	69409
"05" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	1457 	3080 	51527
"05" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	1380 	2592 	49336
"05" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	1234 	2272 	55086
"05" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	936 	2024 	36645
"05" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	890 	1814 	46394
"05" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	761 	1600 	34777
"05" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	675 	1375 	28911
"05" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	596 	1249 	28213
"05" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	575 	1145 	22537
"05" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	506 	987 	20987
"05" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	490 	967 	18471
"05" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	456 	986 	17315
"05" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	437 	840 	21260
"05" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	410 	781 	15139
"05" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	375 	633 	13589
"05" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	373 	757 	13320
"05" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	359 	754 	12530
"05" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	358 	738 	24131
"05" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	334 	724 	30790
"05" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	299 	617 	37067
"05" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	291 	594 	10229
"05" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	279 	551 	11476
"05" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	252 	510 	15100
"05" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	248 	491 	12405
"05" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	246 	475 	15723
"05" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	218 	457 	11603
"05" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	209 	416 	8611
"05" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	192 	358 	5114
"05" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	170 	329 	8868
"05" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	155 	326 	6264
"05" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	138 	275 	8779
"05" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	115 	238 	3820
"05" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	111 	234 	3445
"05" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	105 	235 	4116
"05" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	101 	186 	5452
"05" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	89 	200 	2875
"05" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	84 	195 	3543
"05" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	74 	144 	4011
"05" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	56 	119 	2231
"05" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	50 	79 	2540
"05" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	50 	59 	1747
"05" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	40 	75 	1268
"05" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	35 	65 	1425
"05" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	34 	61 	1096
"05" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	31 	51 	875
"05" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	26 	54 	1072
"05" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	25 	51 	771
"06" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	30286 	67309 	1586155
"06" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	21810 	44639 	1052221
"06" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	20108 	38770 	952551
"06" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	18046 	34919 	1036838
"06" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	14512 	27063 	765655
"06" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	12718 	17623 	795115
"06" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	12436 	22351 	691833
"06" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	11224 	21920 	727356
"06" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	10364 	18213 	600596
"06" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	7816 	13636 	455699
"06" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	7131 	14316 	433480
"06" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	6838 	16383 	293581
"06" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	6817 	14291 	392515
"06" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	6482 	13332 	322087
"06" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	5398 	9357 	330204
"06" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	4836 	7233 	375588
"06" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	4576 	9589 	236005
"06" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	4296 	7189 	256348
"06" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	4021 	7344 	209840
"06" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	3902 	7549 	192039
"06" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	3754 	7252 	184171
"06" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	3740 	7705 	210949
"06" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	3687 	6422 	272138
"06" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	3340 	6003 	200727
"06" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	3320 	6030 	162260
"06" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	3294 	6994 	113620
"06" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	2912 	5190 	202372
"06" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	2871 	5655 	127877
"06" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	2406 	4501 	104721
"06" 	"000" 	"05" 	"000" 	"AR" 	"ARKANSAS" 	2370 	5111 	87548
"06" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	2362 	4335 	108499
"06" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	2268 	4629 	92008
"06" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	2261 	4486 	114450
"06" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	1834 	3422 	112606
"06" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	1833 	3463 	75557
"06" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	1753 	3039 	154590
"06" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	1726 	3556 	83006
"06" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	1674 	3335 	80928
"06" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	1478 	2743 	57063
"06" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	1408 	2903 	59776
"06" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	1385 	1658 	82609
"06" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	1198 	2434 	47141
"06" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	914 	1812 	43621
"06" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	710 	1234 	45226
"06" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	665 	1231 	35742
"06" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	656 	1128 	35646
"06" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	585 	1109 	33637
"06" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	447 	779 	17734
"06" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	372 	599 	21150
"06" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	366 	683 	15647
"06" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	315 	575 	20218
"08" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	8075 	13929 	413317
"08" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	7113 	15061 	378842
"08" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	4058 	7692 	221719
"08" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	3259 	5843 	180863
"08" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	2559 	4670 	137692
"08" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	2337 	4603 	105237
"08" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	1963 	3346 	104370
"08" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	1949 	3546 	90590
"08" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	1889 	2824 	83879
"08" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	1814 	4001 	87272
"08" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	1768 	3299 	76319
"08" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	1724 	3534 	68521
"08" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	1714 	3200 	78418
"08" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	1667 	2858 	74408
"08" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	1634 	3158 	98343
"08" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	1481 	2912 	74088
"08" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	1458 	2764 	67163
"08" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	1408 	2752 	58295
"08" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	1267 	2573 	57924
"08" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	1254 	2528 	60488
"08" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	1170 	2038 	57614
"08" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	1086 	1966 	59262
"08" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	1056 	1867 	62264
"08" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	964 	1743 	44626
"08" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	937 	1735 	43129
"08" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	931 	1710 	41360
"08" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	922 	1656 	43217
"08" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	887 	1739 	41824
"08" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	871 	1344 	60733
"08" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	808 	1692 	40309
"08" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	770 	1453 	35339
"08" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	765 	1426 	39605
"08" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	679 	1215 	31770
"08" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	651 	1253 	26552
"08" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	605 	1150 	26991
"08" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	566 	1189 	35645
"08" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	564 	994 	42496
"08" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	532 	1115 	28407
